# Path distance (Angstrom), Energy (eV)
1.836368779543375407e+00 -1.466379534760804848e+00
1.893628564536658176e+00 -1.536082013147046954e+00
1.950888349529940946e+00 -1.604285595443627477e+00
2.008148134523223494e+00 -1.670599573896166756e+00
2.065407919516506041e+00 -1.734633240750288685e+00
2.122667704509789033e+00 -1.795995888251619155e+00
2.179927489503072024e+00 -1.854296808645778727e+00
2.237187274496354572e+00 -1.909145294178391072e+00
2.294447059489637120e+00 -1.960150637095078530e+00
2.351706844482920111e+00 -2.006922129641465435e+00
2.408966629476202659e+00 -2.049069064063174128e+00
2.466226414469485206e+00 -2.086200732605828279e+00
2.523486199462768198e+00 -2.117926427515050225e+00
2.580745984456050746e+00 -2.143855441036469855e+00
2.636628361013378274e+00 -2.162357562869123839e+00
2.692510737570705359e+00 -2.173388015708352938e+00
2.748393114128032888e+00 -2.177281602099544244e+00
2.804275490685360417e+00 -2.174373124588093731e+00
2.860157867242687502e+00 -2.164997385719377831e+00
2.916040243800015030e+00 -2.149489188038785414e+00
2.971922620357342559e+00 -2.128183334091712453e+00
3.027804996914669644e+00 -2.101414626423533605e+00
3.083687373471997173e+00 -2.069517867579651949e+00
3.139569750029324702e+00 -2.032827860105445694e+00
3.195452126586651787e+00 -1.991679406546300157e+00
3.251334503143979315e+00 -1.946407309447604206e+00
3.307216879701306844e+00 -1.897346371354753813e+00
3.363099256258633929e+00 -1.844831394813125414e+00
3.418981632815961458e+00 -1.789197182368114980e+00
3.474864009373288987e+00 -1.730778536565106052e+00
3.530746385930616071e+00 -1.669910259949483944e+00
3.586628762487943600e+00 -1.606927155066641077e+00
3.642511139045271129e+00 -1.542164024461962768e+00
3.698393515602598214e+00 -1.475955670680830778e+00
3.743310642552770684e+00 -1.421710563063161459e+00
3.788227769502942710e+00 -1.366501654731850479e+00
3.833144896453115180e+00 -1.310494395745868346e+00
3.878062023403287650e+00 -1.253854236164187341e+00
3.922979150353460120e+00 -1.196746626045804618e+00
3.967896277303632147e+00 -1.139337015449685353e+00
4.012813404253804173e+00 -1.081790854434805382e+00
4.057730531203977087e+00 -1.024273593060131660e+00
4.102647658154149113e+00 -9.669506813846631132e-01
4.147564785104322027e+00 -9.099875694673702498e-01
4.192481912054494053e+00 -8.535497073672146939e-01
4.237399039004666079e+00 -7.978025451431918214e-01
4.282316165954838993e+00 -7.429115328542756913e-01
4.327233292905011020e+00 -6.890421205594439158e-01
4.372150419855183046e+00 -6.363597583176545669e-01
4.417067546805355960e+00 -5.850298961879101256e-01
4.461984673755527986e+00 -5.352179842291739931e-01
4.506901800705700012e+00 -4.870894725004433212e-01
4.551818927655872926e+00 -4.408098110606637476e-01
4.596736054606044952e+00 -3.965444499688146607e-01
4.636066269677989737e+00 -3.595465879678378940e-01
4.675396484749935411e+00 -3.242259071207307386e-01
4.714726699821880196e+00 -2.906037177993958665e-01
4.754056914893825869e+00 -2.587013303757466076e-01
4.793387129965770654e+00 -2.285400552216856340e-01
4.832717345037715440e+00 -2.001412027091262757e-01
4.872047560109661113e+00 -1.735260832099694284e-01
4.911377775181605898e+00 -1.487160070961284219e-01
4.950707990253551571e+00 -1.257322847395077048e-01
4.990038205325496357e+00 -1.045962265120152779e-01
5.029368420397441142e+00 -8.532914278555736587e-02
5.068698635469386815e+00 -6.795234393204907519e-02
5.108028850541331600e+00 -5.248714032338774871e-02
5.147359065613277274e+00 -3.895484233148671649e-02
5.186689280685222059e+00 -2.737676032825220318e-02
5.226019495757166844e+00 -1.777420468559043343e-02
5.265349710829112517e+00 -1.016848577541118459e-02
5.304679925901057302e+00 -4.580913969624234028e-03
5.344010140973002976e+00 -1.032799640132253671e-03
5.383340356044947761e+00 4.545468411549791199e-04
