# Path distance (Angstrom), Energy (eV)
0.000000000000000000e+00 0.000000000000000000e+00
1.329157454578669927e-02 -1.418473472368267884e-04
2.658314909157339853e-02 -4.297200630214480579e-04
3.987472363736009606e-02 -8.657263637039812505e-04
5.316629818314679706e-02 -1.451974465634543916e-03
6.645787272893349806e-02 -2.190572585163253795e-03
7.974944727472019212e-02 -3.083628938640227326e-03
9.304102182050690006e-02 -4.133251742415583116e-03
1.063325963662935941e-01 -5.341549212839438905e-03
1.196241709120802882e-01 -6.710629566261909831e-03
1.329157454578669961e-01 -8.242601019033117538e-03
1.462073200036536902e-01 -9.939571787503176728e-03
1.594988945494403842e-01 -1.180365008802220124e-02
1.727904690952270783e-01 -1.383694413694031358e-02
1.860820436410138001e-01 -1.604156215060763627e-02
1.993736181868004942e-01 -1.841961234537427272e-02
2.126651927325871883e-01 -2.097320293759035240e-02
2.259567672783738823e-01 -2.370444214360598739e-02
2.392483418241605764e-01 -2.661543817977129675e-02
2.525399163699472704e-01 -2.970829926243639257e-02
2.658314909157339923e-01 -3.298513360795141125e-02
3.243174305994671047e-01 -4.983082607899672056e-02
3.828033702832002172e-01 -7.062624371718381755e-02
4.412893099669333852e-01 -9.523890036648506585e-02
4.997752496506664976e-01 -1.235363098708726348e-01
5.582611893343996101e-01 -1.553859860743188881e-01
6.167471290181327781e-01 -1.906554428207961061e-01
6.752330687018659461e-01 -2.292121939542766107e-01
7.337190083855990030e-01 -2.709237533187325853e-01
7.922049480693321710e-01 -3.156576347581364628e-01
8.506908877530652280e-01 -3.632813521164603432e-01
9.091768274367983960e-01 -4.136624192376767151e-01
9.676627671205315639e-01 -4.666683499657578449e-01
1.026148706804264510e+00 -5.221666581446756661e-01
1.084634646487997678e+00 -5.800248576184029448e-01
1.143120586171730846e+00 -6.401104622309121694e-01
1.201606525855464014e+00 -7.022909858261748850e-01
1.260092465539197182e+00 -7.664339422481637465e-01
1.318578405222930350e+00 -8.324068453408512980e-01
1.377064344906663296e+00 -9.000772089482090843e-01
1.435550284590396464e+00 -9.693125469142103157e-01
1.492810069583679233e+00 -1.038567480805539400e+00
1.550069854576961781e+00 -1.109058472887843205e+00
1.607329639570244550e+00 -1.180394815406745623e+00
1.664589424563527320e+00 -1.252185800607870103e+00
1.721849209556810090e+00 -1.324040720736839205e+00
1.779108994550092859e+00 -1.395568868039275934e+00
