# Path distance (Angstrom), Energy (eV)
0.000000000000000000e+00 0.000000000000000000e+00
1.089741774653862211e-02 3.588066686464994899e-06
2.179483549307724422e-02 5.551098660568820804e-05
3.269225323961586632e-02 1.545738179967645067e-04
4.358967098615448843e-02 2.995816190987886634e-04
5.448708873269311054e-02 4.893394481508556030e-04
6.538450647923173265e-02 7.226523633920602097e-04
7.628192422577034781e-02 9.983254230614968527e-04
8.717934197230897686e-02 1.315163685398260986e-03
9.807675971884760591e-02 1.671972208641447303e-03
1.089741774653862211e-01 2.067556051030150499e-03
1.198715952119248362e-01 2.500720270803464835e-03
1.307690129584634653e-01 2.970269926200486306e-03
1.416664307050020943e-01 3.475010075460309607e-03
1.525638484515406956e-01 4.013745776822026830e-03
1.634612661980793247e-01 4.585282088524737440e-03
1.743586839446179537e-01 5.188424068807533096e-03
1.852561016911565828e-01 5.821976775909510661e-03
1.961535194376952118e-01 6.484745268069762661e-03
2.070509371842338131e-01 7.175534603527384224e-03
2.179483549307724422e-01 7.893149840521473948e-03
2.288942320879664982e-01 8.634294444386039075e-03
2.398401092451605265e-01 9.389315399998328371e-03
2.507859864023546104e-01 1.015723009524580403e-02
2.617318635595486387e-01 1.093705591801593519e-02
2.726777407167426670e-01 1.172781025619617709e-02
2.836236178739367508e-01 1.252851049767400929e-02
2.945694950311307792e-01 1.333817403033688356e-02
3.055153721883248075e-01 1.415581824207226905e-02
3.164612493455188913e-01 1.498046052076763140e-02
3.274071265027129196e-01 1.581111825431043283e-02
3.383530036599069479e-01 1.664680883058813898e-02
3.492988808171010318e-01 1.748654963748821900e-02
3.602447579742951156e-01 1.832935806289813507e-02
3.711906351314890884e-01 1.917425149470533899e-02
3.821365122886831722e-01 2.002024732079732069e-02
3.930823894458772561e-01 2.086636292906152504e-02
4.040282666030712844e-01 2.171161570738542115e-02
4.149741437602653127e-01 2.255502304365647470e-02
4.259200209174593965e-01 2.339560232576215482e-02
4.368658980746534248e-01 2.423237094158991675e-02
4.479130632814151136e-01 2.507221898585330552e-02
4.589602284881767469e-01 2.590704365517742733e-02
4.700073936949384357e-01 2.673654020571442427e-02
